Date,x,y,hr,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,port rets,cum rets
2010-06-10,24.53,28.9,-1.1352147995948196,1.0531809659390703,0.4969421869630468,False,False,0.0,False,False,-1.0,-1.0,-0.0009528622864957938,0.0009528622864957938,1.0128916522074798
2010-07-10,24.47,28.55,-1.1346121915524705,0.7860396727110484,-0.5914037894454742,False,False,0.0,False,True,0.0,0.0,-0.00474378451942349,0.00474378451942349,1.0176354367269034
2010-08-10,24.86,28.91,-1.133671548391443,0.7269253069887256,-1.5994866789051931,False,False,0.0,False,False,0.0,0.0,-0.0010354034362342532,-0.0,1.0176354367269034
2010-11-10,24.73,29.0,-1.1329803145012072,0.9813968223851468,-0.0035532831853204183,False,False,0.0,False,False,0.0,0.0,0.004462955969014778,0.0,1.0176354367269034
2010-12-10,24.51,29.01,-1.1328755195169578,1.2432210166393638,1.252917613639865,False,True,0.0,False,False,0.0,0.0,0.0046114661476472415,0.0,1.0176354367269034
2010-10-13,24.68,29.4,-1.1334095693552162,1.427451828313263,1.551449173285173,False,False,0.0,False,False,0.0,0.0,0.0032111317615280115,0.0,1.0176354367269034
2010-10-14,24.89,29.27,-1.1336593935040913,1.0532176956831663,0.05914632256265884,False,False,0.0,False,False,0.0,0.0,-0.006509916151664561,-0.0,1.0176354367269034
2010-10-15,24.835,29.08,-1.133539382707352,0.9285494304629083,-0.3734803800002306,False,False,0.0,False,True,0.0,0.0,-0.002178317410787695,-0.0,1.0176354367269034
2010-10-18,24.76,29.01,-1.1332531532353498,0.9506519258927391,-0.410638730329242,False,False,0.0,False,False,0.0,0.0,0.0003872918856744191,0.0,1.0176354367269034
2010-10-19,23.91,28.41,-1.1334827138904804,1.3084283108786146,0.9162207181743353,False,True,0.0,False,False,0.0,0.0,0.0064450775594953845,0.0,1.0176354367269034
2010-10-20,24.47,28.81,-1.133593919544829,1.0709567887380338,-0.3670205850474779,False,False,0.0,False,True,0.0,0.0,-0.00419939062900515,-0.0,1.0176354367269034
2010-10-21,24.2,28.64,-1.133859328719908,1.20060424497823,0.3568946333340311,False,True,0.0,False,False,0.0,0.0,0.0023118554416411757,0.0,1.0176354367269034
2010-10-22,24.34,28.59,-1.133856257159754,0.9919387007315912,-0.5799037530466553,False,False,0.0,False,True,0.0,0.0,-0.003713698949946786,-0.0,1.0176354367269034
2010-10-25,24.878,28.88,-1.1331899590093635,0.6885001997650555,-1.649495575260973,False,False,0.0,False,False,0.0,0.0,-0.005316813155929827,-0.0,1.0176354367269034
2010-10-26,24.66,28.81,-1.13248890969448,0.8828234869341252,-0.6367052687511997,False,False,0.0,False,False,0.0,0.0,0.003424972815210841,0.0,1.0176354367269034
2010-10-27,24.21,28.47,-1.1320741974434987,1.062483679892896,0.1624173779905252,False,True,0.0,False,False,0.0,0.0,0.003215250154096801,0.0,1.0176354367269034
2010-10-28,24.46,28.6,-1.1315777006322596,0.9216094425349297,-0.3201605590073299,False,False,0.0,False,True,0.0,0.0,-0.0025031674851135203,-0.0,1.0176354367269034
2010-10-29,24.47,28.9225,-1.1315637508691885,1.233135016230957,1.2446367080233889,False,True,0.0,False,False,0.0,0.0,0.005502831849566225,0.0,1.0176354367269034
2010-01-11,24.64,29.03,-1.1316672819198281,1.1457181734954354,0.8652558734906497,False,False,0.0,False,False,0.0,0.0,-0.0015359386067982,-0.0,1.0176354367269034
